target,prediction,flag,roll_id,row_index
65.96,65.96,input,0,169
65.83,65.83,input,0,170
65.7,65.7,input,0,171
65.71,65.71,input,0,172
66.13,66.13,input,0,173
66.18,66.18,input,0,174
66.15,66.15,input,0,175
66.09,66.09,input,0,176
66.01,66.01,input,0,177
65.92,65.92,input,0,178
65.82,65.82,input,0,179
65.72,65.72,input,0,180
65.61,65.61,input,0,181
65.56,65.56,input,0,182
65.55,65.55,input,0,183
65.47,65.47,input,0,184
65.42,65.42,input,0,185
65.35,65.35,input,0,186
65.26,65.26,input,0,187
65.16,65.16,input,0,188
65.05,65.05,input,0,189
64.93,64.93,input,0,190
64.8,64.8,input,0,191
64.68,64.68,input,0,192
64.78,64.78,input,0,193
64.98,64.98,input,0,194
65.0,65.0,input,0,195
64.97,64.97,input,0,196
64.9,64.9,input,0,197
64.82,64.82,input,0,198
64.78,64.78,input,0,199
64.86,64.86,input,0,200
64.85,64.85,input,0,201
64.8,64.8,input,0,202
64.73,64.73,input,0,203
64.67,64.67,input,0,204
64.59,64.59,input,0,205
64.5,64.5,input,0,206
64.42,64.42,input,0,207
64.35,64.35,input,0,208
64.25,64.25,input,0,209
64.15,64.15,input,0,210
64.04,64.04,input,0,211
63.92,63.92,input,0,212
63.79,63.79,input,0,213
63.66,63.66,input,0,214
63.51,63.51,input,0,215
63.35,63.35,input,0,216
63.19,63.19,input,0,217
62.98,62.98,input,0,218
62.79,62.79,input,0,219
63.54,63.54,input,0,220
65.22,65.22,input,0,221
66.34,66.34,input,0,222
66.75,66.75,input,0,223
66.96,66.96,input,0,224
66.89,66.89,input,0,225
66.73,66.73,input,0,226
66.54,66.54,input,0,227
68.65,68.65,input,0,228
70.05,70.05,input,0,229
70.34,70.34,input,0,230
70.24,70.24,input,0,231
70.01,70.01,input,0,232
69.7,69.7,input,0,233
69.46,69.46,input,0,234
69.32,69.32,input,0,235
69.12,69.12,input,0,236
68.84,68.84,input,0,237
68.43,68.43,input,0,238
68.0,68.0,input,0,239
67.67,67.67,input,0,240
67.21,67.21,input,0,241
66.74,66.74,input,0,242
66.24,66.24,input,0,243
65.7,65.7,input,0,244
65.07,65.07,input,0,245
64.37,64.37,input,0,246
63.63,63.63,input,0,247
62.94,62.94,input,0,248
62.37,62.37,input,0,249
62.03,62.03,input,0,250
62.01,62.01,input,0,251
62.02,62.02,input,0,252
62.04,62.04,input,0,253
62.05,62.05,input,0,254
62.05,62.05,input,0,255
62.04,62.04,input,0,256
62.03,62.03,input,0,257
62.03,62.03,input,0,258
62.03,62.03,input,0,259
62.05,62.05,input,0,260
62.07,62.07,input,0,261
62.06,62.06,input,0,262
62.06,62.06,input,0,263
62.05,62.05,input,0,264
62.05,62.05,input,0,265
62.05,62.05,input,0,266
62.07,62.07,input,0,267
62.06,62.06,input,0,268
62.05,62.05,input,0,269
62.05,62.05,input,0,270
62.04,62.04,input,0,271
62.04,62.04,input,0,272
62.04,62.04,input,0,273
62.04,62.04,input,0,274
62.04,62.04,input,0,275
62.04,62.04,input,0,276
62.05,62.05,input,0,277
62.07,62.07,input,0,278
62.07,62.07,input,0,279
62.05,62.05,input,0,280
62.07,62.07,input,0,281
62.07,62.07,input,0,282
62.06,62.06,input,0,283
62.05,62.05,input,0,284
62.08,62.08,input,0,285
62.08,62.08,input,0,286
62.09,62.09,input,0,287
62.09,62.09,input,0,288
62.09,62.09,input,0,289
62.09,62.09,input,0,290
62.08,62.08,input,0,291
62.07,62.07,input,0,292
62.08,62.08,input,0,293
62.07,62.07,input,0,294
62.07,62.07,input,0,295
62.07,62.07,input,0,296
62.07,62.07,input,0,297
62.06,62.06,input,0,298
62.07,62.07,input,0,299
62.09,62.09,input,0,300
62.08,62.08,input,0,301
62.08,62.08,input,0,302
62.09,62.09,input,0,303
62.08,62.08,input,0,304
62.09,62.09,input,0,305
62.09,62.09,input,0,306
62.1,62.1,input,0,307
62.11,62.11,input,0,308
62.1,62.1,input,0,309
62.12,62.12,input,0,310
62.12,62.12,input,0,311
62.11,62.11,input,0,312
62.12,62.12,input,0,313
62.1,62.1,input,0,314
62.08,62.08,input,0,315
62.1,62.1,input,0,316
62.1,62.1,input,0,317
62.13,62.13,input,0,318
62.13,62.13,input,0,319
62.13,62.13,input,0,320
62.12,62.12,input,0,321
62.12,62.12,input,0,322
62.13,62.13,input,0,323
62.12,62.12,input,0,324
62.13,62.13,input,0,325
62.12,62.12,input,0,326
62.09,62.09,input,0,327
62.11,62.11,input,0,328
62.13,62.13,input,0,329
62.12,62.12,input,0,330
62.14,62.14,input,0,331
62.15,62.15,input,0,332
62.13,62.13,input,0,333
62.13,62.13,input,0,334
62.11,62.11,input,0,335
62.12,62.12,input,0,336
62.15,62.15,input,0,337
62.15,62.15,input,0,338
62.15,62.15,input,0,339
62.15,62.15,input,0,340
62.15,62.15,input,0,341
62.17,62.17,input,0,342
62.13,62.13,input,0,343
62.12,62.12,input,0,344
62.11,62.11,input,0,345
62.13,62.13,input,0,346
62.12,62.12,input,0,347
62.13,62.13,input,0,348
62.14,62.14,input,0,349
62.13,62.13,input,0,350
62.12,62.12,input,0,351
62.14,62.14,input,0,352
62.15,62.15,input,0,353
62.15,62.15,input,0,354
62.16,62.16,input,0,355
62.16,62.16,input,0,356
62.16,62.16,input,0,357
62.17,62.17,input,0,358
62.16,62.16,input,0,359
62.15,62.15,input,0,360
62.17,62.17,input,0,361
62.16,62.16,input,0,362
62.15,62.15,input,0,363
62.13,62.13,input,0,364
62.15,62.15,input,0,365
62.15,62.15,input,0,366
62.15,62.15,input,0,367
62.16,62.16,input,0,368
62.18,62.18,input,0,369
62.16,62.16,input,0,370
62.16,62.16,input,0,371
62.15,62.15,input,0,372
62.16,62.16,input,0,373
62.18,62.18,input,0,374
62.15,62.15,input,0,375
62.15,62.15,input,0,376
62.16,62.16,input,0,377
62.17,62.17,input,0,378
62.17,62.17,input,0,379
62.17,62.17,input,0,380
62.17,62.17,input,0,381
62.17,62.17,input,0,382
62.16,62.16,input,0,383
62.14,62.14,input,0,384
62.14,62.14,input,0,385
62.16,62.16,input,0,386
62.15,62.15,input,0,387
62.16,62.16,input,0,388
62.16,62.16,input,0,389
62.17,62.17,input,0,390
62.17,62.17,input,0,391
62.17,62.17,input,0,392
62.14,62.14,input,0,393
62.12,62.12,input,0,394
62.12,62.12,input,0,395
62.14,62.14,input,0,396
62.14,62.14,input,0,397
62.16,62.16,input,0,398
62.16,62.16,input,0,399
62.18,62.18,input,0,400
62.19,62.19,input,0,401
62.18,62.18,input,0,402
62.18,62.18,input,0,403
62.22,62.22,input,0,404
62.19,62.19,input,0,405
62.18,62.18,input,0,406
62.15,62.15,input,0,407
62.13,62.13,input,0,408
62.12,62.12,input,0,409
62.13,62.13,input,0,410
62.14,62.14,input,0,411
62.13,62.13,input,0,412
62.12,62.12,input,0,413
62.12,62.12,input,0,414
62.14,62.14,input,0,415
62.14,62.14,input,0,416
62.13,62.13,input,0,417
62.12,62.12,input,0,418
62.12,62.12,input,0,419
62.13,62.13,input,0,420
62.14,62.14,input,0,421
62.15,62.15,input,0,422
62.15,62.15,input,0,423
62.16,62.16,input,0,424
62.13,62.13,input,0,425
62.13,62.13,input,0,426
62.12,62.12,input,0,427
62.12,62.12,input,0,428
62.12,62.12,input,0,429
62.12,62.12,input,0,430
62.14,62.14,input,0,431
62.13,62.13,input,0,432
62.12,62.12,input,0,433
62.12,62.12,input,0,434
66.34,66.34,input,0,435
68.99,68.99,input,0,436
69.86,69.86,input,0,437
70.47,70.47,input,0,438
70.87,70.87,input,0,439
71.18,71.18,input,0,440
71.42,71.42,input,0,441
71.62,71.62,input,0,442
71.82,71.82,input,0,443
72.11,72.11,input,0,444
72.44,72.44,input,0,445
72.76,72.76,input,0,446
73.04,73.04,input,0,447
73.28,73.28,input,0,448
73.47,73.47,input,0,449
73.66,73.66,input,0,450
73.87,73.87,input,0,451
74.16,74.16,input,0,452
74.44,74.44,input,0,453
74.64,74.64,input,0,454
74.81,74.81,input,0,455
74.98,74.98,input,0,456
75.22,75.22,input,0,457
75.45,75.45,input,0,458
75.62,75.62,input,0,459
75.81,75.81,input,0,460
75.98,75.98,input,0,461
76.03,76.03,input,0,462
76.02,76.02,input,0,463
76.01,76.01,input,0,464
76.03,76.03,input,0,465
76.02,76.02,input,0,466
75.99,75.99,input,0,467
75.94,75.94,input,0,468
75.88,75.88,input,0,469
75.81,75.81,input,0,470
75.73,75.73,input,0,471
75.64,75.64,input,0,472
75.54,75.54,input,0,473
75.44,75.44,input,0,474
75.34,75.34,input,0,475
75.56,75.56,input,0,476
75.75,75.75,input,0,477
75.81,75.81,input,0,478
75.82,75.82,input,0,479
75.8,75.8,input,0,480
75.86,75.86,input,0,481
76.01,76.01,input,0,482
76.1,76.1,input,0,483
76.18,76.18,input,0,484
76.4,76.4,input,0,485
76.52,76.52,input,0,486
76.58,76.58,input,0,487
76.59,76.59,input,0,488
76.57,76.57,input,0,489
76.65,76.65,input,0,490
76.69,76.69,input,0,491
76.71,76.71,input,0,492
76.67,76.67,input,0,493
76.54,76.54,input,0,494
76.39,76.39,input,0,495
76.27,76.27,input,0,496
76.14,76.14,input,0,497
75.98,75.98,input,0,498
75.8,75.8,input,0,499
75.6,75.6,input,0,500
75.39,75.39,input,0,501
75.17,75.17,input,0,502
74.94,74.94,input,0,503
74.71,74.71,input,0,504
74.46,74.46,input,0,505
74.2,74.2,input,0,506
73.93,73.93,input,0,507
73.66,73.66,input,0,508
73.39,73.39,input,0,509
73.18,73.18,input,0,510
72.95,72.95,input,0,511
72.77,72.77,input,0,512
72.61,72.61,input,0,513
72.44,72.44,input,0,514
72.26,72.26,input,0,515
72.07,72.07,input,0,516
71.88,71.88,input,0,517
71.69,71.69,input,0,518
71.53,71.53,input,0,519
71.36,71.36,input,0,520
71.19,71.19,input,0,521
71.02,71.02,input,0,522
70.84,70.84,input,0,523
70.66,70.66,input,0,524
70.48,70.48,input,0,525
70.31,70.31,input,0,526
70.14,70.14,input,0,527
69.97,69.97,input,0,528
69.79,69.79,input,0,529
69.61,69.61,input,0,530
69.43,69.43,input,0,531
69.25,69.25,input,0,532
69.07,69.07,input,0,533
68.89,68.89,input,0,534
68.72,68.72,input,0,535
68.55,68.55,input,0,536
68.37,68.37,input,0,537
68.17,68.17,input,0,538
67.97,67.97,input,0,539
67.78,67.78,input,0,540
67.59,67.59,input,0,541
67.4,67.4,input,0,542
67.21,67.21,input,0,543
67.05,67.05,input,0,544
66.9,66.9,input,0,545
66.78,66.78,input,0,546
66.66,66.66,input,0,547
66.5,66.5,input,0,548
66.43,66.43,input,0,549
66.29,66.29,input,0,550
66.12,66.12,input,0,551
65.93,65.93,input,0,552
65.74,65.74,input,0,553
65.63,65.63,input,0,554
65.51,65.51,input,0,555
65.34,65.34,input,0,556
65.16,65.16,input,0,557
64.97,64.97,input,0,558
64.86,64.86,input,0,559
64.75,64.75,input,0,560
64.58,64.58,input,0,561
64.4,64.4,input,0,562
64.21,64.21,input,0,563
64.0,64.0,input,0,564
63.79,63.79,input,0,565
63.59,63.59,input,0,566
63.45,63.45,input,0,567
63.34,63.34,input,0,568
63.26,63.26,input,0,569
63.26,63.26,input,0,570
63.18,63.18,input,0,571
63.08,63.08,input,0,572
62.96,62.96,input,0,573
62.85,62.85,input,0,574
62.73,62.73,input,0,575
62.59,62.59,input,0,576
62.45,62.45,input,0,577
62.31,62.31,input,0,578
62.16,62.16,input,0,579
62.02,62.02,input,0,580
62.0,62.0,input,0,581
62.0,62.0,input,0,582
62.0,62.0,input,0,583
62.01,62.01,input,0,584
62.01,62.01,input,0,585
62.01,62.01,input,0,586
62.0,62.0,input,0,587
62.0,62.0,input,0,588
62.0,62.0,input,0,589
62.0,62.0,input,0,590
62.02,62.02,input,0,591
62.01,62.01,input,0,592
62.0,62.0,input,0,593
62.0,62.0,input,0,594
62.0,62.0,input,0,595
62.0,62.0,input,0,596
62.01,62.01,input,0,597
62.02,62.02,input,0,598
62.01,62.01,input,0,599
62.01,62.01,input,0,600
62.0,62.0,input,0,601
61.99,61.99,input,0,602
61.99,61.99,input,0,603
61.99,61.99,input,0,604
62.0,62.0,input,0,605
62.03,62.03,input,0,606
62.03,62.03,input,0,607
62.02,62.02,input,0,608
62.01,62.01,input,0,609
62.0,62.0,input,0,610
62.0,62.0,input,0,611
62.06,62.06,input,0,612
62.28,62.28,input,0,613
62.25,62.25,input,0,614
62.04,62.04,input,0,615
61.99,61.99,input,0,616
62.01,62.01,input,0,617
62.0,62.0,input,0,618
62.03,62.03,input,0,619
62.04,62.04,input,0,620
62.03,62.03,input,0,621
62.03,62.03,input,0,622
62.02,62.02,input,0,623
62.01,62.01,input,0,624
62.02,62.02,input,0,625
62.02,62.02,input,0,626
62.03,62.03,input,0,627
62.03,62.03,input,0,628
62.03,62.03,input,0,629
62.02,62.02,input,0,630
62.03,62.03,input,0,631
62.04,62.04,input,0,632
62.04,62.04,input,0,633
62.03,62.03,input,0,634
62.04,62.04,input,0,635
62.04,62.04,input,0,636
62.03,62.03,input,0,637
62.04,62.04,input,0,638
62.03,62.03,input,0,639
62.03,62.03,input,0,640
62.03,62.03,input,0,641
62.04,62.04,input,0,642
62.04,62.04,input,0,643
62.04,62.04,input,0,644
62.05,62.05,input,0,645
62.06,62.06,input,0,646
62.05,62.05,input,0,647
62.04,62.04,input,0,648
62.03,62.03,input,0,649
62.03,62.03,input,0,650
62.06,62.06,input,0,651
62.07,62.07,input,0,652
62.07,62.07,input,0,653
62.06,62.06,input,0,654
62.07,62.07,input,0,655
62.06,62.06,input,0,656
62.07,62.07,input,0,657
62.07,62.07,input,0,658
62.04,62.04,input,0,659
62.04,62.04,input,0,660
62.06,62.06,input,0,661
62.06,62.06,input,0,662
62.06,62.06,input,0,663
62.07,62.07,input,0,664
62.07,62.07,input,0,665
62.06,62.06,input,0,666
62.08,62.08,input,0,667
62.08,62.08,input,0,668
62.07,62.07,input,0,669
62.05,62.05,input,0,670
62.07,62.07,input,0,671
62.09,62.09,input,0,672
62.08,62.08,input,0,673
62.08,62.08,input,0,674
62.06,62.06,input,0,675
62.07,62.07,input,0,676
62.09,62.09,input,0,677
62.1,62.1,input,0,678
62.1,62.1,input,0,679
62.1,62.1,input,0,680
62.09,62.09,input,0,681
62.09,62.09,input,0,682
62.09,62.09,input,0,683
62.08,62.08,input,0,684
62.09,62.09,input,0,685
62.08,62.08,input,0,686
62.07,62.07,input,0,687
62.05,62.05,input,0,688
62.08,62.08,input,0,689
62.09,62.09,input,0,690
62.1,62.1,input,0,691
62.1,62.1,input,0,692
62.1,62.1,input,0,693
62.1,62.1,input,0,694
62.1,62.1,input,0,695
62.1,62.1,input,0,696
62.1,62.1,input,0,697
62.11,62.11,input,0,698
62.11,62.11,input,0,699
62.12,62.12,input,0,700
62.11,62.11,input,0,701
62.12,62.12,input,0,702
62.11,62.11,input,0,703
62.11,62.11,input,0,704
62.11,62.11,input,0,705
62.12,62.12,input,0,706
62.11,62.11,input,0,707
62.11,62.11,input,0,708
62.11,62.11,input,0,709
62.11,62.11,input,0,710
62.13,62.13,input,0,711
62.14,62.14,input,0,712
62.15,62.15,input,0,713
62.15,62.15,input,0,714
62.15,62.15,input,0,715
62.16,62.16,input,0,716
62.15,62.15,input,0,717
62.16,62.16,input,0,718
62.17,62.17,input,0,719
62.14,62.14,input,0,720
62.13,62.13,input,0,721
62.12,62.12,input,0,722
62.11,62.11,input,0,723
62.14,62.14,input,0,724
62.15,62.15,input,0,725
62.13,62.13,input,0,726
62.15,62.15,input,0,727
62.14,62.14,input,0,728
62.2,62.2,input,0,729
62.19,62.19,input,0,730
62.2,62.2,input,0,731
62.18,62.18,input,0,732
62.17,62.17,input,0,733
62.18,62.18,input,0,734
62.18,62.18,input,0,735
62.15,62.15,input,0,736
62.15,62.15,input,0,737
62.19,62.19,input,0,738
62.19,62.19,input,0,739
62.19,62.19,input,0,740
62.16,62.16,input,0,741
62.14,62.14,input,0,742
62.13,62.13,input,0,743
62.15,62.15,input,0,744
62.12,62.12,input,0,745
62.12,62.12,input,0,746
62.15,62.15,input,0,747
62.14,62.14,input,0,748
62.15,62.15,input,0,749
62.14,62.14,input,0,750
62.13,62.13,input,0,751
62.14,62.14,input,0,752
62.15,62.15,input,0,753
62.14,62.14,input,0,754
62.14,62.14,input,0,755
62.12,62.12,input,0,756
62.12,62.12,input,0,757
62.12,62.12,input,0,758
62.12,62.12,input,0,759
62.14,62.14,input,0,760
62.15,62.15,input,0,761
62.12,62.12,input,0,762
62.14,62.14,input,0,763
62.16,62.16,input,0,764
62.16,62.16,input,0,765
62.14,62.14,input,0,766
62.13,62.13,input,0,767
62.14,62.14,input,0,768
62.15,62.15,input,0,769
62.14,62.14,input,0,770
62.13,62.13,input,0,771
62.13,62.13,input,0,772
62.12,62.12,input,0,773
62.11,62.11,input,0,774
62.11,62.11,input,0,775
62.11,62.11,input,0,776
62.11,62.11,input,0,777
62.11,62.11,input,0,778
62.11,62.11,input,0,779
62.11,62.11,input,0,780
62.16,62.16,input,0,781
62.26,62.26,input,0,782
62.36,62.36,input,0,783
62.43,62.43,input,0,784
62.47,62.47,input,0,785
62.56,62.56,input,0,786
62.63,62.63,input,0,787
62.69,62.69,input,0,788
62.78,62.78,input,0,789
62.89,62.89,input,0,790
62.98,62.98,input,0,791
63.06,63.06,input,0,792
63.16,63.16,input,0,793
63.43,63.43,input,0,794
63.71,63.71,input,0,795
63.89,63.89,input,0,796
64.03,64.03,input,0,797
64.2,64.2,input,0,798
64.35,64.35,input,0,799
64.54,64.54,input,0,800
64.85,64.85,input,0,801
65.22,65.22,input,0,802
65.77,65.77,input,0,803
66.39,66.39,input,0,804
66.92,66.92,input,0,805
67.4,67.4,input,0,806
67.77,67.77,input,0,807
68.1,68.1,input,0,808
68.44,68.44,input,0,809
69.02,69.02,input,0,810
69.64,69.64,input,0,811
70.15,70.15,input,0,812
70.83,70.83,input,0,813
71.61,71.61,input,0,814
72.32,72.32,input,0,815
72.78,72.78,input,0,816
73.4,73.4,input,0,817
74.26,74.26,input,0,818
74.71,74.71,input,0,819
74.91,74.91,input,0,820
74.96,74.96,input,0,821
74.94,74.94,input,0,822
74.93,74.93,input,0,823
74.97,74.97,input,0,824
74.94,74.94,input,0,825
74.87,74.87,input,0,826
74.81,74.81,input,0,827
74.77,74.77,input,0,828
74.73,74.73,input,0,829
74.67,74.67,input,0,830
74.61,74.61,input,0,831
74.59,74.59,input,0,832
74.74,74.74,input,0,833
74.81,74.81,input,0,834
74.79,74.79,input,0,835
74.81,74.81,input,0,836
76.59,76.59,input,0,837
78.27,78.27,input,0,838
78.86,78.86,input,0,839
79.07,79.07,input,0,840
79.09,79.09,input,0,841
79.02,79.02,input,0,842
78.92,78.92,input,0,843
78.79,78.79,input,0,844
78.63,78.63,input,0,845
78.51,78.51,input,0,846
78.42,78.42,input,0,847
78.31,78.31,input,0,848
78.32,78.32,input,0,849
78.38,78.38,input,0,850
78.36,78.36,input,0,851
78.33,78.33,input,0,852
78.29,78.29,input,0,853
78.22,78.22,input,0,854
78.15,78.15,input,0,855
78.07,78.07,input,0,856
77.97,77.97,input,0,857
77.88,77.88,input,0,858
77.79,77.79,input,0,859
77.69,77.69,input,0,860
77.58,77.58,input,0,861
77.46,77.46,input,0,862
77.33,77.33,input,0,863
77.2,77.2,input,0,864
77.07,77.07,input,0,865
77.3,77.3,input,0,866
77.65,77.65,input,0,867
77.76,77.76,input,0,868
77.79,77.79,input,0,869
77.77,77.77,input,0,870
77.69,77.69,input,0,871
77.57,77.57,input,0,872
77.44,77.44,input,0,873
77.31,77.31,input,0,874
77.18,77.18,input,0,875
77.03,77.03,input,0,876
76.87,76.87,input,0,877
76.74,76.74,input,0,878
76.8,76.8,input,0,879
76.87,76.87,input,0,880
76.84,76.84,input,0,881
76.75,76.75,input,0,882
76.59,76.59,input,0,883
76.85,76.85,input,0,884
78.63,78.63,input,0,885
79.14,79.14,input,0,886
79.25,79.25,input,0,887
79.21,79.21,input,0,888
79.11,79.11,input,0,889
78.97,78.97,input,0,890
78.8,78.8,input,0,891
78.61,78.61,input,0,892
78.42,78.42,input,0,893
78.2,78.2,input,0,894
77.99,77.99,input,0,895
77.77,77.77,input,0,896
77.54,77.54,input,0,897
77.31,77.31,input,0,898
77.06,77.06,input,0,899
76.92,76.92,input,0,900
76.75,76.75,input,0,901
76.52,76.52,input,0,902
76.27,76.27,input,0,903
76.02,76.02,input,0,904
75.78,75.78,input,0,905
75.52,75.52,input,0,906
75.25,75.25,input,0,907
74.98,74.98,input,0,908
74.7,74.7,input,0,909
74.41,74.41,input,0,910
74.12,74.12,input,0,911
73.83,73.83,input,0,912
73.54,73.54,input,0,913
73.24,73.24,input,0,914
72.97,72.97,input,0,915
72.82,72.82,input,0,916
72.67,72.67,input,0,917
72.51,72.51,input,0,918
72.34,72.34,input,0,919
72.15,72.15,input,0,920
71.96,71.96,input,0,921
71.76,71.76,input,0,922
71.56,71.56,input,0,923
71.36,71.36,input,0,924
71.15,71.15,input,0,925
70.96,70.96,input,0,926
70.77,70.77,input,0,927
70.58,70.58,input,0,928
70.39,70.39,input,0,929
70.19,70.19,input,0,930
69.98,69.98,input,0,931
69.78,69.78,input,0,932
69.57,69.57,input,0,933
69.36,69.36,input,0,934
69.15,69.15,input,0,935
68.94,68.94,input,0,936
68.71,68.71,input,0,937
68.5,68.5,input,0,938
68.3,68.3,input,0,939
68.11,68.11,input,0,940
67.92,67.92,input,0,941
67.72,67.72,input,0,942
67.52,67.52,input,0,943
67.32,67.32,input,0,944
67.11,67.11,input,0,945
66.91,66.91,input,0,946
66.71,66.71,input,0,947
66.5,66.5,input,0,948
66.29,66.29,input,0,949
66.08,66.08,input,0,950
66.19,66.19,input,0,951
66.52,66.52,input,0,952
66.41,66.41,input,0,953
66.26,66.26,input,0,954
66.09,66.09,input,0,955
65.91,65.91,input,0,956
65.71,65.71,input,0,957
65.52,65.52,input,0,958
65.35,65.35,input,0,959
65.21,65.21,input,0,960
65.05,65.05,input,0,961
64.87,64.87,input,0,962
64.69,64.69,input,0,963
64.52,64.52,input,0,964
64.36,64.36,input,0,965
64.2,64.2,input,0,966
64.04,64.04,input,0,967
63.89,63.89,input,0,968
63.71,63.71,input,0,969
63.53,63.53,input,0,970
63.35,63.35,input,0,971
63.17,63.17,input,0,972
62.92,62.92,input,0,973
62.44,62.44,input,0,974
62.06,62.06,input,0,975
62.05,62.05,input,0,976
62.05,62.05,input,0,977
62.05,62.05,input,0,978
62.05,62.05,input,0,979
62.06,62.06,input,0,980
62.05,62.05,input,0,981
62.04,62.04,input,0,982
62.04,62.04,input,0,983
62.05,62.05,input,0,984
62.06,62.06,input,0,985
62.07,62.07,input,0,986
62.06,62.06,input,0,987
62.06,62.06,input,0,988
62.06,62.06,input,0,989
62.06,62.06,input,0,990
62.06,62.06,input,0,991
62.07,62.07,input,0,992
62.06,62.06,input,0,993
62.05,62.05,input,0,994
62.04,62.04,input,0,995
62.06,62.06,input,0,996
