target,prediction,flag,roll_id,row_index
62.14,62.14,input,0,0
62.15,62.15,input,0,1
62.15,62.15,input,0,2
62.13,62.13,input,0,3
62.13,62.13,input,0,4
62.14,62.14,input,0,5
62.15,62.15,input,0,6
62.15,62.15,input,0,7
62.15,62.15,input,0,8
62.13,62.13,input,0,9
62.14,62.14,input,0,10
62.15,62.15,input,0,11
62.17,62.17,input,0,12
62.17,62.17,input,0,13
62.15,62.15,input,0,14
62.13,62.13,input,0,15
62.15,62.15,input,0,16
62.15,62.15,input,0,17
62.14,62.14,input,0,18
62.15,62.15,input,0,19
62.15,62.15,input,0,20
62.17,62.17,input,0,21
62.15,62.15,input,0,22
62.14,62.14,input,0,23
62.13,62.13,input,0,24
62.14,62.14,input,0,25
62.15,62.15,input,0,26
62.15,62.15,input,0,27
62.13,62.13,input,0,28
62.15,62.15,input,0,29
62.13,62.13,input,0,30
62.16,62.16,input,0,31
62.15,62.15,input,0,32
62.15,62.15,input,0,33
62.13,62.13,input,0,34
62.14,62.14,input,0,35
62.13,62.13,input,0,36
62.14,62.14,input,0,37
62.15,62.15,input,0,38
62.17,62.17,input,0,39
62.17,62.17,input,0,40
62.17,62.17,input,0,41
62.16,62.16,input,0,42
62.17,62.17,input,0,43
62.15,62.15,input,0,44
62.14,62.14,input,0,45
62.13,62.13,input,0,46
62.13,62.13,input,0,47
62.13,62.13,input,0,48
62.13,62.13,input,0,49
62.12,62.12,input,0,50
62.11,62.11,input,0,51
62.12,62.12,input,0,52
62.13,62.13,input,0,53
62.12,62.12,input,0,54
62.12,62.12,input,0,55
62.12,62.12,input,0,56
62.13,62.13,input,0,57
62.13,62.13,input,0,58
62.12,62.12,input,0,59
62.11,62.11,input,0,60
62.12,62.12,input,0,61
62.11,62.11,input,0,62
62.11,62.11,input,0,63
62.11,62.11,input,0,64
62.11,62.11,input,0,65
62.12,62.12,input,0,66
62.12,62.12,input,0,67
62.11,62.11,input,0,68
62.11,62.11,input,0,69
62.11,62.11,input,0,70
62.11,62.11,input,0,71
62.11,62.11,input,0,72
62.11,62.11,input,0,73
62.11,62.11,input,0,74
62.11,62.11,input,0,75
62.11,62.11,input,0,76
62.1,62.1,input,0,77
62.1,62.1,input,0,78
62.51,62.51,input,0,79
63.45,63.45,input,0,80
64.22,64.22,input,0,81
64.66,64.66,input,0,82
64.96,64.96,input,0,83
65.2,65.2,input,0,84
65.44,65.44,input,0,85
65.64,65.64,input,0,86
65.81,65.81,input,0,87
65.96,65.96,input,0,88
66.12,66.12,input,0,89
66.26,66.26,input,0,90
66.4,66.4,input,0,91
66.52,66.52,input,0,92
66.63,66.63,input,0,93
66.79,66.79,input,0,94
66.94,66.94,input,0,95
67.09,67.09,input,0,96
67.29,67.29,input,0,97
67.57,67.57,input,0,98
67.87,67.87,input,0,99
68.2,68.2,input,0,100
68.53,68.53,input,0,101
68.89,68.89,input,0,102
69.31,69.31,input,0,103
69.96,69.96,input,0,104
